"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"47073","Hawkins","Tennessee",666,3928,NA,180,52,1007,NA,765,NA,8697,NA,14,133,NA,NA,99,2568,1.50928945816785,1437,133351,93,18109000,12602,451000,1171,1683,151042,90,18655000,11084,194000,869,0.529180265062763,3.06855689507236,-246,-17691,10
"47075","Haywood","Tennessee",65289,NA,55965,NA,NA,2165,NA,277,NA,1643,NA,8,38,59,NA,NA,152,0.855306075281759,413,219384,531,125596000,304107,3018000,10442,491,214336,437,46038000,93765,8558000,22462,1.13851428478563,4.0187836888747,-78,5048,1
"47077","Henderson","Tennessee",24077,NA,1503,NA,NA,184,NA,250,31,8525,NA,NA,208,155,NA,17,355,0.911187627035381,844,162261,192,35305000,41830,1264000,2973,1017,165442,163,19486000,19160,1762000,3140,0.891532925778317,3.47319490920494,-173,-3181,1
"47079","Henry","Tennessee",48921,4472,636,126,NA,NA,NA,NA,NA,9578,5377,17422,64,NA,NA,2,4963,1.40762302669768,826,204557,248,91561000,110848,2181000,5413,958,193416,202,54714000,57113,1885000,3718,1.02784131980661,3.73343802709106,-132,11141,1
"47081","Hickman","Tennessee",NA,NA,NA,198,17,534,NA,684,28,5755,NA,NA,153,234,NA,NA,5326,1.22387181849605,639,120875,189,12929000,20233,291000,2242,651,112187,172,9834000,15105,173000,1546,0.381556501894849,3.35063560825895,-12,8688,10
"47083","Houston","Tennessee",86,NA,NA,20,2,NA,NA,192,16,8436,NA,14,35,10,NA,12,141,0.324327208051231,338,50320,149,8964000,26522,94000,2247,382,47190,124,4415000,11557,24000,547,0.271387221162486,3.35160307241913,-44,3130,10
"47085","Humphreys","Tennessee",7814,NA,NA,NA,NA,72,NA,691,28,6158,311,11,34,93,NA,NA,47,1.03296913998862,598,123488,207,15259000,25516,343000,4700,638,118412,186,9592000,15034,243000,3034,0.443669363151468,3.67209785793572,-40,5076,1
"47087","Jackson","Tennessee",295,1225,NA,NA,2,NA,NA,700,11,2357,NA,2,73,NA,NA,9,280,1.39928441353529,499,73726,148,4954000,9928,452000,3802,587,75642,129,5086000,8664,64000,889,0.7875177628919,3.58001211252942,-88,-1916,10
"47089","Jefferson","Tennessee",2838,NA,NA,671,185,NA,NA,490,6799,12470,3701,182,154,NA,NA,100,3133,1.66341701911802,981,95578,97,30723000,31318,441000,2755,1211,101585,84,29323000,24214,123000,1191,0.664080650937923,3.4401216031878,-230,-6007,10
"47091","Johnson","Tennessee",422,160,NA,71,NA,513,571,441,17,6648,42,2,35,126,NA,NA,18,1.09495811183132,476,47384,100,9066000,19046,226000,2235,513,43543,85,5642000,10997,32000,953,0.678476719514514,3.34927752746796,-37,3841,10
"47093","Knox","Tennessee",228,NA,NA,163,118,7576,NA,494,19,5118,NA,8,82,211,NA,NA,607,1.21151238120921,912,65347,72,14624000,16035,241000,2645,1224,82938,68,19379000,15832,102000,1954,0.566791388123525,3.4224256763712,-312,-17591,6
"47095","Lake","Tennessee",44931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6849,0.390681372018437,60,79747,1329,51780000,863000,868000,16065,59,84100,1425,25831000,437818,2169000,40162,1.03680537085106,4.20588072988754,1,-4353,1
"47097","Lauderdale","Tennessee",69447,NA,23362,1370,NA,NA,NA,217,6,2584,NA,NA,30,67,NA,NA,179,0.772853851232342,457,200806,439,97262000,212827,2290000,7658,602,192232,319,44022000,73126,5356000,13000,1.05705879713403,3.88411536201167,-145,8574,1
"47099","Lawrence","Tennessee",30693,142,NA,1075,NA,312,NA,690,13381,14533,2984,442,232,365,NA,NA,434,1.42591807682191,1559,235763,151,65283000,41875,1223000,3296,1842,238318,129,45546000,24726,2059000,3192,0.714950807917032,3.51798720302508,-283,-2555,1
"47101","Lewis","Tennessee",192,NA,NA,37,NA,NA,NA,233,NA,2270,NA,1,86,NA,NA,2,256,0.960320930316213,222,30725,138,3077000,13859,46000,1431,260,35566,137,2608000,10031,27000,620,0.175265940123082,3.15563963375978,-38,-4841,10
"47103","Lincoln","Tennessee",20713,NA,6366,2124,NA,5844,NA,833,39843,30684,1951,168,140,313,NA,NA,1528,1.63549052672831,1595,265906,167,110507000,69283,1066000,3822,1782,260874,146,57806000,32439,1400000,4502,0.603029067669282,3.58229068271899,-187,5032,9
"47105","Loudon","Tennessee",NA,NA,NA,47,6,NA,NA,538,14,NA,9231,53,20,85,NA,NA,67475,0.4296813361045,685,69381,101,77469000,113093,177000,1462,768,77040,100,60232000,78427,159000,1363,0.406732711251382,3.16494737262184,-83,-7659,17
"47107","McMinn","Tennessee",2726,261,NA,188,93,344,NA,995,11138,9240,12537,52,27,264,NA,NA,78,1.53376322617523,1043,122365,117,37943000,36379,473000,3479,1204,122502,102,48446000,40237,177000,1684,0.587203926200553,3.54145442874759,-161,-137,11
"47109","McNairy","Tennessee",14736,NA,3504,44,21,1583,63,160,25,2689,NA,22,38,139,NA,22,1,1.13843530415959,658,129982,198,23047000,35025,929000,2959,763,122763,161,12033000,15771,1587000,3313,0.854132498932359,3.47114496516063,-105,7219,1
"47111","Macon","Tennessee",3088,22826,NA,89,NA,147,NA,479,9010,8439,NA,413,99,22,NA,1,90,1.31846215540247,879,121860,139,44703000,50856,869000,2859,1066,127801,120,22784000,21374,228000,1187,0.853158602660216,3.45621415535799,-187,-5941,2
"47113","Madison","Tennessee",45246,NA,16382,NA,NA,NA,NA,299,NA,3410,NA,48,43,70,NA,6,535,0.839504844648143,592,165946,280,66039000,111552,2288000,6251,706,177090,251,28159000,39885,5548000,12034,1.13948923158284,3.7959494989028,-114,-11144,1
"47115","Marion","Tennessee",5389,NA,NA,NA,NA,379,NA,285,4377,2187,300,89,65,32,NA,NA,34,1.39207917532002,280,50768,181,13137000,46919,183000,5543,392,50593,129,20291000,51762,115000,2865,0.556861034974092,3.74374487859246,-112,175,1
"47117","Marshall","Tennessee",3298,35,NA,69,NA,NA,NA,957,10946,13310,8679,189,407,505,NA,NA,313,1.54786460028209,1025,162073,158,38708000,37764,534000,2519,1078,151583,141,25808000,23941,213000,1300,0.51783058596585,3.40122816749811,-53,10490,10
"47119","Maury","Tennessee",NA,111,NA,71,35,NA,NA,1085,62,19930,6244,23,284,783,NA,80,14612,1.25735116012874,1513,242464,160,43320000,28632,886000,3633,1696,226404,133,28507000,16808,470000,1780,0.562786456317716,3.56026539786271,-183,16060,10
"47121","Meigs","Tennessee",594,NA,NA,NA,13,NA,NA,NA,20,3702,1766,NA,16,19,NA,NA,732,1.19212039859843,317,52881,167,6862000,21648,153000,2471,367,49116,134,6384000,17396,145000,3084,0.461391771587074,3.39287274540208,-50,3765,10
"47123","Monroe","Tennessee",NA,1452,NA,43,NA,NA,NA,863,31,17628,7483,7,89,NA,NA,14,5499,1.23821874254183,872,110628,127,33109000,37969,282000,2328,935,92570,99,23505000,25139,133000,1279,0.406384047295696,3.36698297597785,-63,18058,10
"47125","Montgomery","Tennessee",24493,10780,NA,54,NA,350,NA,649,NA,9544,NA,NA,63,210,NA,16,1095,1.22664375889577,783,147371,188,47254000,60350,1031000,4174,862,151461,176,27823000,32277,690000,3853,0.844846634807194,3.62055244472944,-79,-4090,1
"47127","Moore","Tennessee",NA,NA,NA,NA,NA,NA,NA,125,5866,14775,NA,NA,86,77,NA,NA,1641,0.887531835075591,358,58699,164,22570000,63045,128000,2658,346,51814,150,18267000,52795,34000,1892,0.338579267006408,3.42455497660671,12,6885,10
"47129","Morgan","Tennessee",500,NA,NA,40,NA,NA,NA,585,10547,2689,NA,13,40,NA,NA,9,679,0.978137116466625,413,55475,134,15102000,36566,70000,2674,407,53335,131,12760000,31352,23000,806,0.101000729110211,3.42716140292597,6,2140,9
"47131","Obion","Tennessee",99693,NA,NA,10,NA,NA,NA,NA,23678,NA,108,NA,27,164,NA,24,17254,0.818884119495412,568,252815,445,140958000,248165,3270000,8766,693,251844,363,85584000,123497,4467000,9691,1.11174491475892,3.94280146631794,-125,971,1
"47133","Overton","Tennessee",1131,NA,NA,220,31,NA,NA,533,66,10109,2063,NA,175,382,NA,418,1272,1.37454866661004,922,123077,133,16400000,17788,345000,2103,1009,114800,114,15056000,14921,67000,803,0.44764219329022,3.32283927268632,-87,8277,10
"47135","Perry","Tennessee",663,NA,NA,NA,NA,NA,NA,139,15,1537,NA,16,38,NA,NA,NA,40,1.00486827687415,246,47691,194,2448000,9952,155000,2016,257,50884,198,2900000,11283,138000,1752,0.511895269216637,3.30449052777349,-11,-3193,10
"47137","Pickett","Tennessee",814,102,NA,NA,NA,NA,NA,141,7052,3763,NA,NA,16,26,NA,NA,44,0.993988663186331,316,41791,132,11958000,37841,144000,1948,365,37916,104,11690000,32027,19000,509,0.537279728769622,3.2895889525426,-49,3875,9
"47139","Polk","Tennessee",1859,NA,NA,252,NA,NA,NA,443,25090,1629,7574,43,72,NA,NA,NA,1081,1.08408214931365,255,35560,139,38043000,149186,180000,6003,305,32397,106,25075000,82213,148000,2837,0.70431075280513,3.77836834335587,-50,3163,9
"47141","Putnam","Tennessee",1029,347,NA,109,73,773,16,328,40,6992,1444,39,186,131,NA,28,0,1.42306175713211,898,95679,107,11535000,12846,236000,1938,1069,103679,97,11549000,10804,98000,952,0.392095375380447,3.28735377271475,-171,-8000,10
"47143","Rhea","Tennessee",2588,NA,NA,5367,NA,NA,NA,625,3569,3048,NA,NA,59,NA,NA,13,1535,1.65777280365099,411,57671,140,16804000,40886,194000,2891,449,56182,125,11943000,26600,160000,2388,0.526844247901735,3.46104809167066,-38,1489,4
"47145","Roane","Tennessee",31,NA,NA,168,17,502,NA,300,23,2966,615,NA,33,134,NA,51,16,1.36289009041114,519,46953,90,4856000,9356,70000,1467,580,52582,91,5138000,8858,21000,575,0.173434693852557,3.16643011384328,-61,-5629,10
"47147","Robertson","Tennessee",63103,NA,NA,402,105,NA,3,641,NA,15121,5938,183,84,238,NA,54,49009,1.18248511171748,1180,209107,177,134881000,114306,1789000,4809,1408,227298,161,82028000,58259,1771000,3658,0.932241769201214,3.68205477707381,-228,-18191,1
"47149","Rutherford","Tennessee",NA,NA,NA,268,NA,2596,NA,1178,714,9954,1129,111,265,697,NA,128,11390,1.52946068855937,1327,176213,133,28430000,21424,691000,4428,1525,164411,108,24460000,16039,660000,3885,0.593440102322,3.64620761220669,-198,11802,17
"47151","Scott","Tennessee",NA,NA,NA,NA,NA,NA,NA,261,NA,NA,NA,2,60,57,NA,3,3902,0.381608929002819,302,39142,130,4285000,14189,56000,1992,261,31086,119,4979000,19077,NA,NA,0.15554501440234,3.29928933408768,41,8056,17
"47153","Sequatchie","Tennessee",762,NA,NA,NA,NA,137,NA,142,10,5495,NA,NA,20,59,NA,35,372,0.837059587223725,188,30678,163,7032000,37405,66000,2078,232,28675,124,4943000,21307,75000,1927,0.332716892431688,3.31764554322116,-44,2003,10
"47155","Sevier","Tennessee",200,NA,NA,NA,126,250,NA,524,NA,3742,NA,NA,46,260,NA,32,74,1.11174685332552,603,55541,92,5254000,8712,61000,738,707,56449,80,6783000,9593,16000,518,0.040716140176791,2.86805636182304,-104,-908,10
"47157","Shelby","Tennessee",17434,NA,7072,94,313,4745,NA,319,12,975,NA,NA,51,710,5,75,1,1.27750984671943,411,81860,199,31806000,77386,733000,7799,600,92299,154,23539000,39232,2279000,17669,0.952032234331877,3.89203892034129,-189,-10439,1
"47159","Smith","Tennessee",3735,3095,NA,90,103,NA,NA,494,NA,9824,923,NA,138,187,NA,26,259,1.40340783896877,850,129695,153,18874000,22205,507000,3054,981,127108,130,14126000,14399,197000,1257,0.592084725841903,3.4848690327204,-131,2587,10
"47161","Stewart","Tennessee",2408,2961,NA,NA,NA,NA,NA,NA,5,2426,NA,10,32,108,NA,NA,288,1.29559191181126,350,60653,173,8238000,23538,176000,2231,353,55368,157,6026000,17071,82000,2115,0.462660381140432,3.34849957028384,-3,5285,2
"47163","Sullivan","Tennessee",298,134,NA,NA,NA,765,NA,407,98,14020,1220,NA,291,286,NA,NA,239,0.918599999829776,1074,84877,79,17758000,16534,254000,1452,1280,82104,64,17144000,13394,47000,467,0.476043695708638,3.16196661636407,-206,2773,10
"47165","Sumner","Tennessee",12168,3365,NA,60,173,7771,NA,852,1184,19542,1611,NA,111,271,NA,51,36,1.56585999894346,1355,167175,123,47195000,34830,1321000,4434,1673,183419,110,32359000,19342,283000,1299,0.897731485742589,3.64679568877847,-318,-16244,10
"47167","Tipton","Tennessee",50048,NA,14833,223,NA,NA,NA,250,130,1868,NA,15,27,128,NA,NA,111,0.733656589939203,520,155449,299,67633000,130064,2213000,9665,610,170182,279,37027000,60699,4502000,15685,1.15339348134592,3.98520185836457,-90,-14733,1
"47169","Trousdale","Tennessee",241,2531,NA,NA,NA,23,NA,NA,10,5158,NA,NA,27,12,NA,NA,193,0.899322344367722,290,41262,142,8195000,28259,90000,1293,338,44006,130,4275000,12647,22000,1033,0.338692234713659,3.11159852488039,-48,-2744,10
"47171","Unicoi","Tennessee",NA,NA,NA,9,19,NA,NA,48,1,NA,NA,NA,3,3,NA,NA,NA,1.18837453483544,93,5424,58,NA,NA,7000,1046,86,4742,55,1296000,15073,NA,NA,0.11077835915525,3.01953168453126,7,682,8
"47173","Union","Tennessee",26,NA,NA,56,NA,50,NA,309,NA,2562,NA,3,24,28,NA,4,218,0.858544381936631,408,45227,111,3280000,8039,183000,2543,494,45917,93,4097000,8293,10000,330,0.607053308676004,3.40534636017571,-86,-690,10
"47175","Van Buren","Tennessee",655,NA,NA,NA,NA,NA,NA,133,NA,3350,NA,NA,31,16,NA,NA,1383,1.03830859279625,245,36972,151,5568000,22727,221000,4517,213,34844,164,4198000,19709,NA,NA,0.776519329320545,3.65485009056139,32,2128,10
"47177","Warren","Tennessee",NA,NA,NA,221,38,58321,NA,689,1256,11954,4105,NA,260,189,NA,NA,11151,1.09576941563219,1122,163384,146,88184000,78596,531000,3402,1331,160583,121,108569000,81569,410000,2216,0.511884996742715,3.53173430927655,-209,2801,6
"47179","Washington","Tennessee",2701,2152,NA,5722,NA,NA,NA,894,NA,17504,NA,41,278,192,NA,63,9032,1.49564407229607,1312,111692,85,38579000,29405,381000,1296,1650,118595,72,38942000,23601,195000,762,0.53290290802356,3.11260500153457,-338,-6903,10
"47181","Wayne","Tennessee",2452,NA,NA,46,NA,NA,NA,NA,4551,11619,NA,NA,31,239,NA,NA,3360,1.26247019279763,664,133427,201,22298000,33581,533000,3946,646,115307,178,12551000,19429,235000,1401,0.601483487658094,3.59615708091617,18,18120,10
"47183","Weakley","Tennessee",83207,NA,NA,NA,2,356,NA,847,21520,7798,868,13424,170,286,NA,14,1070,1.13221057663315,861,254133,295,129562000,150479,2897000,6495,1214,255550,211,75021000,61797,3614000,5068,1.05688743193477,3.81257915540905,-353,-1417,1
"47185","White","Tennessee",2642,NA,NA,NA,37,668,NA,407,1634,13846,5918,20,79,148,NA,7,26,1.31598396047389,927,121704,131,25432000,27435,344000,2249,1035,131652,127,23197000,22412,116000,1046,0.451253590312051,3.35198945543563,-108,-9948,10
"47187","Williamson","Tennessee",NA,NA,NA,1005,102,3741,NA,759,63,9486,995,1,392,1101,NA,688,5259,1.72544476261252,1160,138782,120,23592000,20338,254000,1785,1442,161851,112,26851000,18621,180000,1393,0.262500574763376,3.25163822044821,-282,-23069,10
"47189","Wilson","Tennessee",1049,294,NA,255,186,NA,NA,1080,66,12855,1140,36,290,796,NA,163,158,1.24124974831954,1473,188222,128,18368000,12469,423000,2535,1745,192920,111,21341000,12230,241000,1171,0.351669983564352,3.40397796366935,-272,-4698,10
"48001","Anderson","Texas",507,NA,NA,NA,479,NA,NA,5546,66,NA,471,NA,124,1027,5,1907,34447,0.854951802530087,2001,375110,187,44579000,22278,835000,7882,1771,346142,195,39361000,22225,172000,3311,0.347527833388519,3.89663643052958,230,28968,17
"48003","Andrews","Texas",1424,NA,2241,NA,60,NA,NA,2094,NA,6240,NA,NA,422,75,NA,NA,22,1.38125180644507,169,752030,4450,12578000,74423,1436000,24345,175,808474,4620,15919000,90965,1634000,25528,0.280919274082485,4.38640977888191,-6,-56444,10
"48005","Angelina","Texas",NA,NA,NA,266,NA,1374,NA,2474,36211,5545,NA,20,65,306,NA,NA,187,0.805566083591513,975,116977,120,46448000,47639,168000,6731,1109,115258,104,29438000,26545,145000,6024,0.157208802501196,3.82807959055675,-134,1719,9
"48007","Aransas","Texas",NA,NA,NA,NA,NA,33,NA,165,NA,856,NA,NA,6,NA,NA,NA,15,0.664559192160626,100,39844,398,1075000,10746,93000,3882,94,50951,542,1669000,17757,NA,NA,0.368120017127432,3.58905553105234,6,-11107,10
"48009","Archer","Texas",9342,NA,NA,NA,NA,NA,NA,3387,1,34456,28179,NA,72,NA,NA,302,1083,1.20988371150732,531,541467,1020,76822000,144674,2480000,11483,513,507607,989,60984000,118877,1229000,5610,0.660879687371103,4.06005536482485,18,33860,10
"48011","Armstrong","Texas",6739,NA,NA,NA,NA,NA,NA,NA,NA,10945,NA,NA,11,150,NA,10,1351,0.920768345451125,281,434272,1545,19206000,68350,2637000,12324,291,516299,1774,37375000,128435,3041000,13760,0.783348300978074,4.0907516896449,-10,-82027,10
"48013","Atascosa","Texas",3317,NA,2513,5000,343,5919,NA,10700,57,55680,NA,31,271,NA,NA,261,907,1.23544545282569,1987,665287,335,84999000,42778,1512000,4526,1810,643594,356,50253000,27764,1855000,7995,0.356542753941031,3.65571454961871,177,21693,10
"48015","Austin","Texas",5006,NA,963,483,916,2174,252,7680,389,NA,NA,NA,93,1754,NA,3191,20641,1.67969507082876,2098,369960,176,43542000,20754,1256000,4944,2112,333928,158,30939000,14649,688000,4711,0.530834868627044,3.69407846208076,-14,36032,17
"48017","Bailey","Texas",13603,NA,10699,701,NA,NA,NA,6773,NA,165644,94871,NA,NA,91,NA,NA,66,1.0569788903317,494,471624,955,292448000,591999,8049000,20275,564,476176,844,233988000,414872,8612000,19843,1.23214603003056,4.30696086288319,-70,-4552,10
"48019","Bandera","Texas",NA,NA,NA,NA,303,NA,NA,NA,NA,2830,NA,15,NA,420,NA,1180,6440,1.13267880558016,1002,402481,402,11188000,11165,455000,6405,972,329416,339,6974000,7175,260000,7036,0.0532660132946423,3.8065191340807,30,73065,17
"48021","Bastrop","Texas",764,NA,244,666,2601,2584,448,4593,359,20263,NA,NA,202,2363,NA,138,93,1.50947796954643,2083,387586,186,35318000,16955,1678000,6713,2207,402079,182,38188000,17303,428000,3078,0.636423874988452,3.82691664718492,-124,-14493,10
"48023","Baylor","Texas",12782,NA,1032,NA,NA,NA,NA,NA,1,29616,NA,NA,NA,237,NA,NA,1070,0.835242839242441,277,543638,1963,44738000,161510,2780000,12930,268,547029,2041,42944000,160238,2121000,11717,0.708734989848942,4.11159852488039,9,-3391,10
"48025","Bee","Texas",5569,NA,429,50,78,1514,NA,2300,25,15116,13,8,298,450,31,163,0,1.29635909668818,974,538807,553,26044000,26739,1051000,6041,952,548400,576,39203000,41180,1571000,10690,0.290169486732258,3.78110883572947,22,-9593,10
"48027","Bell","Texas",47622,NA,3773,NA,2060,NA,NA,4343,NA,12765,NA,68,NA,1241,NA,546,12462,1.37154259748081,2533,421362,166,84880000,33509,2125000,5146,2384,431945,181,61748000,25901,2176000,5120,0.702703567647827,3.71146978187433,149,-10583,1
"48029","Bexar","Texas",6768,NA,801,2642,365,40238,NA,3889,92,14923,723,570,481,668,NA,225,2,1.41537803481728,2457,342882,140,72387000,29461,706000,2871,2496,425909,171,84223000,33743,573000,2967,0.313660014145842,3.45803319249651,-39,-83027,6
"48031","Blanco","Texas",NA,NA,NA,188,300,NA,NA,NA,52,8539,NA,21,735,344,NA,401,8564,1.13236950637075,792,363990,460,19144000,24171,481000,6504,888,395667,446,18167000,20459,286000,5832,0.121055624055754,3.81318053258601,-96,-31677,17
"48033","Borden","Texas",NA,NA,NA,NA,201,NA,NA,NA,NA,4036,NA,NA,NA,51,NA,NA,5149,0.804013697085078,114,464270,4073,9437000,82785,1527000,17963,116,435166,3751,13233000,114081,1987000,27226,0.517068415538414,4.25437886989489,-2,29104,17
"48035","Bosque","Texas",2680,NA,NA,4,NA,43003,NA,3256,NA,19180,NA,19,344,NA,NA,945,8865,1.24778000414361,1265,569644,450,78296000,61894,466000,3282,1399,550995,394,42797000,30591,552000,3049,-0.0872176106719197,3.51613857671707,-134,18649,6
"48037","Bowie","Texas",5582,NA,NA,183,1583,1789,NA,4843,NA,24356,4862,NA,110,1145,NA,451,21118,1.64366403844421,1619,273107,169,66022000,40780,1209000,5702,1610,291674,181,48400000,30062,1270000,7516,0.646093469185289,3.75602721297344,9,-18567,10
"48039","Brazoria","Texas",35898,NA,1957,6327,2957,17010,26,7393,2044,33302,NA,2089,358,NA,NA,1202,7673,1.87286853726813,3091,631021,204,118236000,38252,4831000,16544,2580,528957,205,55123000,21365,2697000,17176,0.883993224942288,4.21864052141385,511,102064,1
"48041","Brazos","Texas",1719,NA,6097,NA,516,1395,NA,2628,49854,30286,NA,NA,154,1423,NA,799,126,1.26353695284423,1412,299108,212,94997000,67278,1409000,11545,1350,275752,204,54510000,40378,1356000,19940,0.673082964199095,4.0623939372532,62,23356,9
"48043","Brewster","Texas",NA,NA,NA,NA,NA,NA,NA,851,7,8442,NA,NA,119,283,NA,NA,201,0.585924082010203,202,1912726,9469,9903000,49024,1041000,32528,158,1747087,11058,9562000,60517,202000,9189,-0.264202031833626,4.51225736129396,44,165639,10
"48045","Briscoe","Texas",3531,NA,8735,NA,NA,NA,NA,465,NA,7180,NA,NA,270,170,NA,NA,84,1.23983805126882,282,524239,1859,20435000,72466,3481000,14627,333,546734,1642,27940000,83905,6290000,22146,0.822174696763827,4.16515526139207,-51,-22495,3
"48047","Brooks","Texas",343,NA,NA,NA,NA,NA,NA,172,NA,50088,NA,NA,23,100,NA,NA,42,0.0879671053949583,374,572917,1532,50768000,135743,320000,3370,494,548619,1111,19111000,38686,524000,6550,-0.252941730815122,3.52762990087134,-120,24298,10
"48049","Brown","Texas",1311,NA,NA,NA,2309,46,NA,3610,36,19452,12200,81,896,277,NA,209,251,1.40521870572099,1918,595312,310,40678000,21208,1191000,3453,1726,560065,324,35885000,20791,917000,3274,0.301167124552968,3.53819657834945,192,35247,10
"48051","Burleson","Texas",12121,NA,NA,6999,615,NA,NA,3721,23197,29730,2019,NA,168,399,NA,237,10853,1.7409394451401,1429,335346,235,90059000,63023,1432000,9179,1582,361022,228,56400000,35651,1559000,15746,0.630449887519672,3.96279536985723,-153,-25676,10
"48053","Burnet","Texas",5,NA,NA,648,777,410,NA,1889,580,8751,NA,36,1141,369,NA,107,1,1.43722881435406,1481,485277,328,14714000,9935,588000,6004,1531,482149,315,12294000,8030,111000,2026,0.083387617925477,3.77844068357123,-50,3128,10
"48055","Caldwell","Texas",5272,NA,2027,181,723,113,NA,2862,26628,24246,NA,NA,159,530,NA,143,54,1.34502472967292,1623,310433,191,62938000,38779,1076000,6522,1421,304737,214,47033000,33098,791000,8601,0.539844389426814,3.81438079446994,202,5696,9
"48057","Calhoun","Texas",20742,NA,6934,NA,NA,NA,NA,598,NA,5782,NA,NA,28,72,7792,NA,157,1.32771390730118,264,184094,697,42105000,159489,1664000,13638,291,230400,792,28962000,99525,2770000,24298,0.95611368776549,4.13475068610861,-27,-46306,1
"48059","Callahan","Texas",3278,NA,NA,75,271,NA,NA,2116,12,21829,986,4,378,793,NA,63,96,1.01690725160594,992,563179,568,29901000,30142,1943000,7503,1058,532595,503,25404000,24012,876000,3758,0.537826348276373,3.87523494645016,-66,30584,10
"48061","Cameron","Texas",49570,NA,28378,NA,NA,39509,NA,16735,52,3582,NA,52,149,307,8790,45,13236,1.72611974594227,1305,309700,237,160405000,122916,4851000,8194,1241,349479,282,112350000,90532,7614000,14756,1.19489006926928,3.91349595961712,64,-39779,1
"48063","Camp","Texas",3,NA,NA,57,1161,132,NA,1727,125425,7287,1386,143,36,295,NA,16,0,0.415540922055676,487,78238,161,137668000,282686,118000,4377,482,68552,142,143059000,296803,140000,4236,0.17846426726566,3.64117654661311,5,9686,9
"48065","Carson","Texas",32666,NA,16547,NA,NA,NA,NA,NA,13,NA,NA,NA,18,107,NA,NA,33635,1.06633442759538,386,484876,1256,82986000,214988,5875000,20258,422,537445,1274,93654000,221930,6625000,21303,1.0833771826532,4.30659656679728,-36,-52569,17
"48067","Cass","Texas",97,NA,NA,323,60,1316,NA,3504,55304,6254,NA,4,25,586,NA,121,0,0.711681129041551,1024,167578,164,67594000,66010,128000,3037,1067,176645,166,68841000,64518,152000,4348,-0.117007033275622,3.48244479191827,-43,-9067,9
"48069","Castro","Texas",119433,NA,28232,NA,NA,NA,NA,7688,NA,998027,157709,73,626,53,NA,NA,299,0.800150378991713,532,548142,1030,1312140000,2466429,10759000,25137,485,567255,1170,973352000,2006911,11405000,30173,1.29287882744616,4.40031344514033,47,-19113,10
"48071","Chambers","Texas",12105,NA,NA,NA,40,NA,NA,2866,NA,9169,NA,56,257,301,33,NA,766,1.20260752495113,734,253743,346,25593000,34868,3018000,23952,650,267343,411,17607000,27088,2338000,21063,1.07532516522099,4.37934178299898,84,-13600,1
"48073","Cherokee","Texas",517,NA,NA,1348,335,80946,NA,6550,17685,21927,4021,29,92,481,NA,53,0,1.23356237800215,1574,301338,191,133984000,85123,736000,11876,1625,294383,181,140256000,86312,269000,4139,0.387823912834379,4.07467018892401,-51,6955,6
"48075","Childress","Texas",4337,NA,NA,NA,35,NA,NA,1535,NA,6795,NA,NA,8,37,NA,24,7100,1.29882438402753,383,443797,1159,19871000,51882,3104000,10077,374,399383,1068,25899000,69248,4360000,15300,0.844737350444666,4.00333125856133,9,44414,17
"48077","Clay","Texas",6153,NA,NA,342,1583,1652,NA,2748,30,57938,8694,4,69,524,NA,73,0,1.01792226634227,861,632567,735,79810000,92695,2098000,7065,931,661617,711,56882000,61098,988000,3874,0.520698952129444,3.84911216618458,-70,-29050,10
"48079","Cochran","Texas",NA,NA,25534,NA,NA,NA,NA,16960,NA,NA,NA,NA,NA,5,NA,NA,58288,0.964928692758046,288,448719,1558,100787000,349956,7287000,29032,341,489051,1434,91661000,268802,8875000,30290,1.21057431037626,4.4628769551925,-53,-40332,17
"48081","Coke","Texas",1314,NA,NA,NA,NA,NA,NA,471,16,3853,NA,3,1020,55,NA,5,274,1.29176787347128,443,484333,1093,7011000,15825,967000,6322,430,491211,1142,13639000,31719,486000,3919,0.300282413399778,3.80085449150356,13,-6878,10
"48083","Coleman","Texas",8271,NA,845,NA,NA,NA,NA,1828,7,15981,NA,12,580,160,NA,248,444,1.18451057161217,906,725738,801,28376000,31320,2499000,5602,1003,699452,697,20035000,19975,1648000,4249,0.536986392576054,3.74834310448755,-97,26286,10
